bookID,title,authors,average_rating,isbn,isbn13
5492,Sugar Street,Naguib Mahfouz-Naguib Mahfouz,4.23,552995827,9.78E+12
5495,Palace of Desire,Naguib Mahfouz,4.21,552995819,9.78E+12
5497,Akhenaten: Dweller in Truth,Naguib Mahfouz-Tagreid Abu-Hassabo,3.81,385499094,9.78E+12
5498,Adrift on the Nile,Naguib Mahfouz-Frances Liardet,3.82,385423330,9.78E+12
5499,Midaq Alley,Naguib Mahfouz-Trevor Le Gassick,3.84,385264763,9.78E+12
5500,Arabian Nights and Days,Naguib Mahfouz-Denys Johnson-Davies,4.11,385469012,9.78E+12
5502,The Harafish,Naguib Mahfouz-Catherine Cobham-Naguib Mahfouz,4.35,385423357,9.78E+12
5503,The Day the Leader Was Killed,Naguib Mahfouz-Surgana-Naguib Mahfouz,3.64,385499221,9.78E+12
5509,Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,Miep Gies-Alison Leslie Gold,4.28,671662341,9.78E+12
5511,The Diary of Anne Frank: The Revised Critical Edition,Anne Frank-Gerrold van der Stroom-David Barnouw-Netherlands Institute For War Documentation-Arnold J. Pomerans-B.M. Mooyart-Doubleday-Susan Massotty,4.13,385508476,9.78E+12
5513,The Diary of Anne Frank,Frances Goodrich-Albert Hackett-Wendy Kesselman,4.04,082221718X,9.78E+12
5514,Anne Frank: Life in Hiding,Johanna Hurwitz-Vera Rosenberry,3.99,380732548,9.78E+12
5518,Cliffs Notes on Hansberry's A Raisin in the Sun,Rosetta James,3.9,822011085,9.78E+12
5526,Dear John,Nicholas Sparks,4.03,446528056,9.78E+12
5527,All the King's Men,Robert Penn Warren,4.09,156004801,9.78E+12
5528,Cliffs notes on Warren's All the King's Men,L. David Allen,3.4,822001462,9.78E+12
5530,All the King's Men: Three Stage Versions,Robert Penn Warren-James A. Perkins-James A. Grimshaw,4,820320978,9.78E+12
5534,Men's Health: Book of Muscle - The World's Most Complete Guide to Building Your Body,Ian King-Lou Schuler-Frederick Deluvier,3.99,1579547699,9.78E+12
5544,Surely You're Joking  Mr. Feynman!: Adventures of a Curious Character,Richard Feynman,4.28,393316041,9.78E+12
5545,The Feynman Lectures on Physics  3 Vols,Richard Feynman-Robert B. Leighton-Matthew L. Sands,4.6,201500647,9.78E+12
5546,The Feynman Lectures on Physics,Richard Feynman-Robert B. Leighton-Matthew L. Sands,4.6,805390456,9.78E+12
5548,What Do You Care What Other People Think?,Richard Feynman,4.27,393320928,9.78E+12
5550,Perfectly Reasonable Deviations from the Beaten Track: Letters of Richard P. Feynman,Richard Feynman-Michelle Feynman,4.24,738206369,9.78E+12
5552,QED: The Strange Theory of Light and Matter,Richard Feynman,4.24,691024170,9.78E+12
5553,Six Easy Pieces: Essentials of Physics By Its Most Brilliant Teacher,Richard Feynman,4.2,465023924,9.78E+12
5554,Kiffe Kiffe Demain (French Edition),Faïza Guène,3.38,785990232,9.78E+12
5558,iWoz,Steve Wozniak-Gina Smith,3.86,393061434,9.78E+12
5559,Jack: Straight from the Gut,Jack Welch-John A. Byrne-Mike Barnicle,3.81,5559608475,9.79E+12
5571,Cradle to Cradle: Remaking the Way We Make Things,William McDonough-Michael Braungart,4.11,865475873,9.78E+12
5575,Cradle and All,James Patterson,3.86,446609404,9.78E+12
5585,The Creation of the American Republic  1776-1787,Gordon S. Wood,4.12,807847232,9.78E+12
5587,Power  Faith  and Fantasy: America in the Middle East 1776 to the Present,Michael B. Oren,3.98,393058263,9.78E+12
5592,From Counterculture to Cyberculture: Stewart Brand  the Whole Earth Network  and the Rise of Digital Utopianism,Fred Turner,3.96,226817415,9.78E+12
5595,Problems of the Self: Philosophical Papers 1956 1972,Bernard Williams,4.02,521290600,9.78E+12
5598,Moral Luck: Philosophical Papers 1973-1980,Bernard Williams,4.1,521286913,9.78E+12
5599,Ethics and the Limits of Philosophy,Bernard Williams,4.05,067426858X,9.78E+12
5606,On Rhetoric and Language: Four Key Dialogues,Jean Nienkamp,4.2,1880393336,9.78E+12
5625,I Shouldn't Even Be Doing This!: And Other Things That Strike Me as Funny,Bob Newhart,3.74,1401302467,9.78E+12
5635,The Norton Anthology of Modern and Contemporary Poetry,Jahan Ramazani-Richard Ellmann-Robert O'Clair,4.23,039332429X,9.78E+12
5653,The Elephant War,Gillian Avery,3.68,1903252040,9.78E+12
5656,A Likely Lad,Gillian Avery,4.08,370307127,9.78E+12
5659,The Wind in the Willows,Kenneth Grahame-Gillian Avery,3.99,143039091,9.78E+12
5660,The Everyman Anthology of Poetry for Children,Gillian Avery-Everyman's Library-Thomas Benwick,4.17,679436340,9.78E+12
5661,Holiday Romance and Other Writings for Children,Charles Dickens,3.34,460876015,9.78E+12
5665,Ideas Have Consequences,Richard M. Weaver,4.18,226876802,9.78E+12
5678,Manliness,Harvey Mansfield,3.37,300106645,9.78E+12
5681,The Von Hoffmann Bros.' Big Damn Book Of Sheer Manliness,Todd Von Hoffmann-Brant Von Hoffman-Colby Allerton,4.21,1575440849,9.78E+12
5685,Anna Karenina,Leo Tolstoy-Richard Pevear-Larissa Volokhonsky,4.04,142000272,9.78E+12
5687,The Idiot,Fyodor Dostoyevsky-Richard Pevear-Larissa Volokhonsky,4.19,186207593X,9.78E+12
5691,The Brothers Karamazov,Fyodor Dostoyevsky-Richard Pevear-Larissa Volokhonsky,4.32,99922800,9.78E+12
5693,Selected Stories of Anton Chekhov,Anton Chekhov-Richard Pevear-Larissa Volokhonsky,4.35,553381008,9.78E+12
5694,Mother Maria Skobtsova: Essential Writings,Maria Skobtsova-Richard Pevear,4.31,1570754365,9.78E+12
5696,What is Art?,Leo Tolstoy-Richard Pevear-Larissa Volokhonsky,3.7,140446427,9.78E+12
5697,The Complete Short Novels,Anton Chekhov-Richard Pevear-Larissa Volokhonsky,4.47,140003292X,9.78E+12
5698,The Double and The Gambler,Fyodor Dostoyevsky-Richard Pevear-Larissa Volokhonsky,4.15,375719016,9.78E+12
5700,The Adolescent,Fyodor Dostoyevsky-Richard Pevear-Larissa Volokhonsky,3.94,375719008,9.78E+12
5712,If I Die in a Combat Zone,Tim O'Brien,3.95,7162995,9.78E+12
5713,If I Die In A Combat Zone,Tim O'Brien,3.95,586087990,9.78E+12
5720,Rainbow Six (Jack Ryan Universe  #10),Tom Clancy,4.08,425170349,9.78E+12
5728,Child of War  Woman of Peace,Le Ly Hayslip-James Hayslip-Jenny Wurts,3.76,385471475,9.78E+12
5729,When Heaven and Earth Changed Places: A Vietnamese Woman's Journey from War to Peace,Le Ly Hayslip-Jay Wurts,4.11,452271681,9.78E+12
5732,When Heaven and Earth Changed Places: A Vietnamese Woman's Journey from War to Peace,Le Ly Hayslip-Jay Wurts,4.11,452264170,9.78E+12
5735,Philip Vera Cruz: A Personal History of Filipino Immigrants and the Farmworkers Movement  Third Edition,Craig Scharlin-Lilia V. Villanueva,3.87,295979844,9.78E+12
5736,Coming of Age in Mississippi: The Classic Autobiography of a Young Black Girl in the Rural South,Anne Moody,4.13,385337817,9.78E+12
5738,I'm Too Young To Be Seventy,Judith Viorst-Laura Gibson,3.94,743267745,9.78E+12
5742,The Seventy Wonders of the Ancient World: The Great Monuments and How They Were Built,Christopher Scarre,4.02,500050961,9.78E+12
5743,Seventy-Seven Clocks (Bryant & May #3),Christopher Fowler,3.89,553587153,9.78E+12
5752,The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,4.08,142003344,9.78E+12
5753,Words and Rules: The Ingredients of Language,Steven Pinker,3.91,753810255,9.78E+12
5754,How the Mind Works,Steven Pinker,3.97,140244913,9.78E+12
5755,The Language Instinct: How the Mind Creates Language,Steven Pinker,4.05,60958332,9.78E+12
5756,Learnability and Cognition: The Acquisition of Argument Structure,Steven Pinker-Jacques A. Mehler,3.7,262660733,9.78E+12
5759,Fight Club,Chuck Palahniuk,4.2,393327345,9.78E+12
5766,BSD Hacks,Lavigne,3.79,596006799,9.78E+12
5770,The Design and Implementation of the 4.3BSD UNIX Operating System,Samuel J. Leffler-Marshall Kirk McKusick-Michael J. Karels,4.26,201061961,9.78E+12
5776,Choke,Stuart Woods,3.83,61094226,9.78E+12
5777,Choke Point: A Brinker Mystery (Brinker P.I.),James C. Mitchell,3.24,312315325,9.78E+12
5787,The Aleph and Other Stories,Jorge Luis Borges-Andrew Hurley,4.38,142437883,9.78E+12
5794,El Aleph,Jorge Luis Borges,4.38,9500425998,9.79E+12
5797,Vanity Fair,William Makepeace Thackeray-John Carey,3.78,141439831,9.78E+12
5799,Vanity Fair,William Makepeace Thackeray-Nicholas Dames,3.78,1593080719,9.78E+12
5800,Vanity Fair,William Makepeace Thackeray,3.78,140620850,9.78E+12
5805,V for Vendetta,Alan Moore-David   Lloyd,4.25,1401207928,9.78E+12
5807,Official Nintendo Power FINAL FANTASY V ADVANCE Player's Guide,Nintendo Power,4.25,1598120174,9.78E+12
5809,V.,Thomas Pynchon-Carlos Martín Ramírez,3.96,2020418770,9.78E+12
5810,Girl in the Shadows (Shadows  #2),V.C. Andrews,3.81,1416500529,9.78E+12
5812,V for Vendetta,Steve Moore-Andy Wachowski-Lana Wachowski-Alan Moore,4.15,1416516999,9.78E+12
5813,Heaven (Casteel  #1),V.C. Andrews,4.03,671010050,9.78E+12
5814,Slow Learner: Early Stories,Thomas Pynchon,3.5,99532514,9.78E+12
5816,A Gravity's Rainbow Companion: Sources and Contexts for Pynchon's Novel,Steven Weisenburger,4.01,820328073,9.78E+12
5821,Casino Royale,Ian Fleming,3.74,141187581,9.78E+12
5824,Casino Royale,Anthony Hern-Ian Fleming-Henry Gammidge-John McLusky,3.68,1840238437,9.78E+12
5826,Bel Canto,Ann Patchett,3.93,60838728,9.78E+12
5835,Guerilla Film Makers Movie Blueprint,Chris          Jones-Jonathan Newman-Cara Williams,4.2,826414532,9.78E+12
5838,Mini-Manual of the Urban Guerrilla,Carlos Marighella,3.31,1894925025,9.78E+12
5843,The Career Programmer: Guerilla Tactics for an Imperfect World (Expert's Voice),Christopher   Duncan,3.13,1590596242,9.78E+12
5845,A Bend in the River,V.S. Naipaul,3.77,330487140,9.78E+12
5848,The Middle Passage,V.S. Naipaul,3.59,375708340,9.78E+12
5849,A House for Mr Biswas,V.S. Naipaul,3.82,330487191,9.78E+12
5851,Magic Seeds,V.S. Naipaul,3.12,375707271,9.78E+12
5852,The Mimic Men,V.S. Naipaul,3.39,330487108,9.78E+12
5853,Half a Life,V.S. Naipaul,3.24,037570728X,9.78E+12
5855,North of South: An African Journey,Shiva Naipaul,3.93,140188266,9.78E+12
5857,The Enigma of Arrival: A Novel in Five Sections,V.S. Naipaul,3.69,330487159,9.78E+12
5863,V.S. Naipaul,Bruce Alvin King,2,1403904561,9.78E+12
5872,Regeneration (Regeneration  #1),Pat Barker,4.03,140236236,9.78E+12
5874,Regeneration Through Violence: The Mythology of the American Frontier  1600–1860,Richard Slotkin,4.28,806132299,9.78E+12
5875,Regeneration (Species Imperative  #3),Julie E. Czerneda,4.13,756403456,9.78E+12
5877,The Regeneration Trilogy (Regeneration  #1-3),Pat Barker,4.39,670869295,9.78E+12
5878,The Ghost Road,Pat Barker,4.11,140236287,9.78E+12
5880,The Sparrow (The Sparrow  #1),Mary Doria Russell,4.17,552997773,9.78E+12
5881,The Age of Bronze (Pirates of the Caribbean: Jack Sparrow  #5),Rob Kidd-Walt Disney Company,4.05,1423101685,9.78E+12
5882,The Sword of Cortés (Pirates of the Caribbean: Jack Sparrow  #4),Rob Kidd-Jean-Paul Orpinas-Walt Disney Company,3.97,1423100611,9.78E+12
5883,The Pirate Chase (Pirates of the Caribbean: Jack Sparrow  #3),Rob Kidd-Walt Disney Company,3.89,1423100204,9.78E+12
5885,The Siren Song (Pirates of the Caribbean: Jack Sparrow  #2),Rob Kidd-Jean-Paul Orpinas,3.86,1423100190,9.78E+12
5886,The Coming Storm (Pirates of the Caribbean: Jack Sparrow  #1),Rob Kidd-Jean-Paul Orpinas,3.83,1423100182,9.78E+12
5890,The Woman in White,Wilkie Collins-Matthew Sweet,3.99,141439610,9.78E+12
5891,The Woman in White,Wilkie Collins,3.99,486440966,9.78E+12
5893,The Woman in White,Wilkie Collins-Maria K. Bachman-Don Richard Cox,3.99,1551116448,9.78E+12
5896,The Woman in White,Wilkie Collins-Camille Cauti,3.99,1593082800,9.78E+12
5898,The Lord of the Rings (The Lord of the Rings  #1-3),J.R.R. Tolkien,4.49,7136587,9.78E+12
5901,The 9/11 Commission Report: Final Report of the National Commission on Terrorist Attacks Upon the United States,National Commission on Terrorist Attacks Upon The United States,3.58,393060411,9.78E+12
5907,The Hobbit or There and Back Again,J.R.R. Tolkien,4.26,618260307,9.78E+12
5910,The Annotated Hobbit,J.R.R. Tolkien-Douglas A. Anderson,4.26,7137273,9.78E+12
5911,Poems From The Hobbit,J.R.R. Tolkien,4.32,618009345,9.78E+12
5912,The Hobbit: Or There and Back Again,J.R.R. Tolkien,4.26,1594130051,9.78E+12
5915,The Hobbit,J.R.R. Tolkien,4.26,261103288,9.78E+12
5918,Ruthless Rhymes for Heartless Homes and More Ruthless Rhymes,Harry Graham-Frank J. Moore-D. Streamer,3.83,486402185,9.78E+12
5931,The Essential Neruda: Selected Poems,Pablo Neruda-Mark Eisner-Lawrence Ferlinghetti-Robert Hass-Stephen Mitchell-Alastair Reid-Forrest Gander-Jack Hirschman-Stephen Kessler-John Felstiner,4.46,872864286,9.78E+12
5932,Twenty Love Poems and a Song of Despair,Pablo Neruda-W.S. Merwin-Cristina García,4.31,143039962,9.78E+12
5934,Veinte poemas de amor y una canción desesperada; Cien sonetos de amor,Pablo Neruda,4.31,1400001447,9.78E+12
5936,The Poetry of Pablo Neruda,Pablo Neruda-Ilan Stavans,4.45,374529604,9.78E+12
5937,Love,Pablo Neruda,4.46,786881488,9.78E+12
5938,Memoirs,Pablo Neruda,4.21,028564811X,9.78E+12
5942,Anil's Ghost,Michael Ondaatje,3.56,375724370,9.78E+12
5947,The Collected Works of Billy the Kid,Michael Ondaatje,3.99,747572607,9.78E+12
5950,Running In The Family,Michael Ondaatje,3.84,330281720,9.78E+12
5952,Waiting for My Cats to Die: A Memoir,Stacy Horn,3.67,312287445,9.78E+12
5954,Narcissus and Goldmund,Hermann Hesse-Ursule Molinaro,4.2,374506841,9.78E+12
5957,Narcissus and Goldmund,Hermann Hesse-Leila Vennewitz,4.2,720608724,9.78E+12
5966,Edward Lear's Book of Nonsense: With Lear's Original Illustrations,Edward Lear-Simcha Shtull,3.66,1888297018,9.78E+12
5969,A Sparrow Falls (Courtney #3),Wilbur Smith,4.17,312940688,9.78E+12
5970,Providence of a Sparrow: Lessons from a Life Gone to the Birds,Chris Chester,4.32,1400033853,9.78E+12
5974,Sparrow Hawk Red,Ben Mikaelsen,3.77,786811056,9.78E+12
5975,The Fall of a Sparrow,Robert Hellenga,3.69,684850273,9.78E+12
5976,The Bluebird and the Sparrow (Women of the West  #10),Janette Oke,3.82,764202537,9.78E+12
5981,Journey of the Sparrows,Fran Leeper Buss-Daisy Cubias,3.67,142302090,9.78E+12
5984,Aleutian Sparrow,Karen Hesse-Evon Zerbetz-Kim McGillivray,3.77,1416903275,9.78E+12
5985,An Episode of Sparrows,Rumer Godden,4.2,1590171241,9.78E+12
5989,Li Po and Tu Fu: Poems,Li Bai-Du Fu-Arthur Cooper-Shui Chien-Tung,4.11,140442723,9.78E+12
5991,混血王子的背叛 (哈利波特  #6),J.K. Rowling-J.K.羅琳-皇冠編譯組-張定綺-彭倩文-趙丕慧-林靜華,4.56,9573321742,9.79E+12
6003,火盃的考驗 (哈利波特  #4),J.K. Rowling-J.K.羅琳-彭倩文,4.55,9573318318,9.79E+12
6008,Five t'Ang Poets,Wang Wei-Li Bai-Li Ho-Li Shang-yin-David        Young,4.31,093244055X,9.78E+12
6035,Tropic of Cancer,Henry Miller,3.69,7204469,9.78E+12
6038,The End of Obscenity: The Trials of Lady Chatterley  Tropic of Cancer  and Fanny Hill,Charles Rembar,3.86,60970618,9.78E+12
6048,Juniper,Monica Furlong,4.16,394832205,9.78E+12
6057,The Long Road Back: A Survivor's Guide to Anorexia,Judy Tam Sargent-Sonia Nordenson,3.2,1880823195,9.78E+12
6058,The Road Back,Erich Maria Remarque,4.31,1931541744,9.78E+12
6066,Robinson Crusoe,Daniel Defoe-L.J. Swingle,3.67,1593080115,9.78E+12
6069,Achilles in Vietnam: Combat Trauma and the Undoing of Character,Jonathan Shay,4.24,684813211,9.78E+12
6071,Mr. Cruso  Mrs. Barton und Mr. Foe,J.M. Coetzee-Wulf Teichmann,3.44,3596132517,9.78E+12
6076,The Work of Mourning,Jacques Derrida-Pascale-Anne Brault-Michael Naas,4.22,226142817,9.78E+12
6089,Transform Your Life: A step-by-step programme for change,Diana Cooper,4,749919442,9.78E+12
6103,Byzantium: The Early Centuries,John Julius Norwich,4.32,394537785,9.78E+12
6104,Byzantium (Vol. 3): The Decline and Fall,John Julius Norwich,4.42,140114491,9.78E+12
6105,Byzantium: The Apogee,John Julius Norwich,4.41,140114483,9.78E+12
6106,A Short History of Byzantium,John Julius Norwich,4.09,679772693,9.78E+12
6107,The Middle Sea: A History of the Mediterranean,John Julius Norwich,3.85,701176083,9.78E+12
6108,Byzantium: The Decline and Fall,John Julius Norwich,4.42,679416501,9.78E+12
6109,A History of Venice,John Julius Norwich,4.21,679721975,9.78E+12
6110,The Normans in Sicily: The Normans in the South 1016-1130 and the Kingdom in the Sun 1130-1194,John Julius Norwich,4.32,140152121,9.78E+12
6112,Siddhartha,Hermann Hesse-Susan Bernofsky-Tom Robbins,4.01,679643362,9.78E+12
6115,Siddhartha,Hermann Hesse-Joachim Neugroschel-Ralph Freedman,4.01,142437182,9.78E+12
6129,Siddhartha,Hermann Hesse,4.01,2253008486,9.78E+12
6130,Siddhartha,Hermann Hesse-Hilda Rosner-Donald McCrory,4.01,033035485X,9.78E+12
6138,The Moonstone,Wilkie Collins-Carolyn G. Heilbrun,3.91,375757856,9.78E+12
6140,The Moonstone,Wilkie Collins,3.91,140620133,9.78E+12
6144,The Moonstone,Wilkie Collins-P.D. James,3.91,192100289,9.78E+12
6148,Ride of the Second Horseman: The Birth and Death of War,Robert L. O'Connell,4.23,195119207,9.78E+12
6149,Beloved,Toni Morrison,3.81,1400033411,9.78E+12
6150,Cry  the Beloved Country,Alan Paton,3.89,074326195X,9.78E+12
6151,Life of the Beloved: Spiritual Living in a Secular World,Henri J.M. Nouwen,4.29,824519868,9.78E+12
6152,Come Away My Beloved,Frances J. Roberts,4.58,1593109156,9.78E+12
6155,Israel  My Beloved,Kay Arthur,4.17,736903704,9.78E+12
6156,Beloved Bride: The Letters of Stonewall Jackson to His Wife,Bill Potter-Stephen Lang,4.14,1929241631,9.78E+12
6157,The Search for the Beloved: Journeys in Mythology and Sacred Psychology (Inner Workbook),Jean Houston,4,874778719,9.78E+12
6159,Reservation Blues,Sherman Alexie,3.98,802141900,9.78E+12
6162,All the Pretty Horses,Cormac McCarthy,3.98,739412531,9.78E+12
6163,The Border Trilogy: All the Pretty Horses  The Crossing  Cities of the Plain,Cormac McCarthy,4.43,375407936,9.78E+12
6167,Music & Silence,Rose Tremain,3.95,743418263,9.78E+12
6173,The Periodic Table,Primo Levi,4.2,140296611,9.78E+12
6174,Survival in Auschwitz,Primo Levi-Stuart J. Woolf-Philip Roth,4.31,684826801,9.78E+12
6175,The Reawakening,Primo Levi-Stuart J. Woolf,4.27,684826356,9.78E+12
6176,The Drowned and the Saved,Primo Levi,4.39,349100470,9.78E+12
6178,If This Is a Man & The Truce,Primo Levi-Stuart J. Woolf,4.55,1857152220,9.78E+12
6180,The Monkey's Wrench,Primo Levi-William Weaver-Ruth Feldman-Ruth Tenzer Feldman,3.93,140188924,9.78E+12
6181,If This Is a Man / The Truce,Primo Levi-Stuart J. Woolf-Paul Bailey,4.55,349100136,9.78E+12
6182,Primo Levi: A Life,Ian Thomson,4.14,312423675,9.78E+12
6184,Wuthering Heights,Emily Brontë,3.84,140620125,9.78E+12
6185,Wuthering Heights,Emily Brontë-Richard J. Dunn-David Timson-Charlotte Brontë-Ruth Golding-Robert Heindel,3.84,393978893,9.78E+12
6192,Disgrace,J.M. Coetzee,3.84,143036378,9.78E+12
6194,Waiting for the Barbarians,J.M. Coetzee,3.93,140283358,9.78E+12
6197,The Lives of Animals,J.M. Coetzee-Amy Gutmann-Peter Singer-Wendy Doniger-Barbara Smuts-Marjorie Garber,3.69,069107089X,9.78E+12
6198,Boyhood: Scenes from Provincial Life,J.M. Coetzee,3.79,014026566X,9.78E+12
6200,Youth,J.M. Coetzee,3.79,142002003,9.78E+12
6207,Age of Iron,J.M. Coetzee,3.85,140275657,9.78E+12
6216,The Wife (Kristin Lavransdatter  #2),Sigrid Undset-Tiina Nunnally-Sherrill Harbison,4.15,141181281,9.78E+12
6217,Kristin Lavransdatter (Kristin Lavransdatter  #1-3),Sigrid Undset-Tiina Nunnally-Brad Leithauser-Ieva Celmiņa,4.28,143039164,9.78E+12
6218,The Axe (The Master of Hestviken  #1),Sigrid Undset-Arthur G. Chater,4.21,679752730,9.78E+12
6219,The Cross (Kristin Lavransdatter  #3),Sigrid Undset-Tiina Nunnally-Sherrill Harbison,4.28,141182350,9.78E+12
6220,The Wreath (Kristin Lavransdatter  #1),Sigrid Undset-Tiina Nunnally,4.02,141180412,9.78E+12
6221,The Mistress of Husaby (Kristin Lavransdatter  #2),Sigrid Undset,4.15,394752937,9.78E+12
6222,Jenny,Sigrid Undset-Tiina Nunnally,3.76,158642050X,9.78E+12
6224,The Unknown Sigrid Undset: Jenny and Other Works,Sigrid Undset-Tim Page-Tiina Nunnally-Naomi Walford,4.2,1586420216,9.78E+12
6226,Gunnar's Daughter,Sigrid Undset-Sherrill Harbison-Arthur G. Chater,4.17,014118020X,9.78E+12
6227,The Snake Pit (The Master of Hestviken  #2),Sigrid Undset-Arthur G. Chater,4.24,679755543,9.78E+12
6230,The Son Avenger (The Master of Hestviken  #4),Sigrid Undset,4.39,679755527,9.78E+12
6240,An Imaginary Life,David Malouf,3.87,99273845,9.78E+12
6245,The Great World,David Malouf,3.87,99273861,9.78E+12
6253,A Very Long Engagement,Sébastien Japrisot,3.91,99474549,9.78E+12
6259,Birdsong,Sebastian Faulks,4.08,679776818,9.78E+12
6273,The Collected Poems of Wilfred Owen,Wilfred Owen-Cecil Day-Lewis,4.33,811201325,9.78E+12
6286,Murder in Foggy Bottom (Capital Crimes  #17),Margaret Truman,3.7,449001962,9.78E+12
6288,The Road,Cormac McCarthy,3.96,307265439,9.78E+12
6290,The Road to Serfdom,Friedrich A. Hayek,4.18,415253896,9.78E+12
6291,Road of the Patriarch (Forgotten Realms: The Sellswords  #3),R.A. Salvatore,4.19,786940751,9.78E+12
6293,Road Trip USA: Cross-Country Adventures on America's Two-Lane Highways,Jamie Jensen,3.96,1566917662,9.78E+12
6294,Howl's Moving Castle (Howl's Moving Castle  #1),Diana Wynne Jones,4.3,006441034X,9.78E+12
6295,Howl and Other Poems,Allen Ginsberg-William Carlos Williams,4.13,872863107,9.78E+12
6297,The Art of Howl's Moving Castle,Hayao Miyazaki-Yuji Oniki-Joe Hisaishi,4.51,1421500493,9.78E+12
6298,Howl: Original Draft Facsimile  Transcript & Variant Versions  Fully Annotated by Author  with Contemporaneous Correspondence,Allen Ginsberg-Barry Miles,4.22,61137456,9.78E+12
6302,The Best of America's Test Kitchen 2007: The Year's Best Recipes  Equipment Reviews  and Tastings,America's Test Kitchen,4.34,1933615095,9.78E+12
6310,Charlie and the Chocolate Factory,Roald Dahl-Quentin Blake,4.12,142403881,9.78E+12
6311,Charlie and the Chocolate Factory: A Play,Richard R. George-Roald Dahl,4.31,140311254,9.78E+12
6314,Charlie y la fábrica de chocolate (Charlie Bucket  #1),Roald Dahl-Quentin Blake,4.12,1598200593,9.78E+12
6316,Charlie and the Chocolate Factory (Abridged),Roald Dahl,3.86,142404209,9.78E+12
6319,The BFG,Roald Dahl-Quentin Blake,4.22,141311371,9.78E+12
6321,The BFG,Roald Dahl-Quentin Blake,4.22,440840406,9.78E+12
6322,The BFG,Roald Dahl-Quentin Blake,4.22,590975005,9.78E+12
6324,The BFG,Roald Dahl-Quentin Blake,4.22,439387868,9.78E+12
6326,Collected Stories,Roald Dahl-Jeremy Treglown,4.37,307264904,9.78E+12
6327,The Witches,Roald Dahl-Quentin Blake,4.17,590032496,9.78E+12
6329,Roald Dahl Treasury,Roald Dahl,4.43,067003665X,9.78E+12
6330,The Best of Roald Dahl,Roald Dahl,4.38,679729917,9.78E+12
6332,Dirty Beasts,Roald Dahl-Quentin Blake,4.02,142302279,9.78E+12
6334,Never Let Me Go,Kazuo Ishiguro,3.81,1400078776,9.78E+12
6335,Never Let Me Go,Kazuo Ishiguro,3.81,676977111,9.78E+12
6337,Never Let Me Go,Kazuo Ishiguro,3.81,571224121,9.78E+12
6339,Never Let Me Go,Kazuo Ishiguro-Rosalyn Landor,3.81,1415916292,9.78E+12
6340,Homeric Moments: Clues to Delight in Reading the Odyssey and the Iliad,Eva Brann,4.29,967967570,9.78E+12
6341,Paradoxes of Education in a Republic,Eva Brann,4.3,226071367,9.78E+12
6342,The Music of the Republic: Essays on Socrates' Conversations and Plato's Writings,Eva Brann,4.55,1589880080,9.78E+12
6343,Open Secrets / Inward Prospects: Reflections on World and Soul,Eva Brann,4.42,1589880196,9.78E+12
6346,Phaedo,Plato-Eva Brann-Peter Kalkavage-Eric Salem,4.03,941051692,9.78E+12
6360,Rocky Stories: Tales of Love  Hope  and Happiness at America's Most Famous Steps,Michael Vitez-Tom Gralish-Sylvester Stallone,4.16,1589880293,9.78E+12
6367,Since You're Leaving Anyway  Take Out the Trash (Domestic Equalizers #1),Dixie Cash,3.81,60595361,9.78E+12
6372,The DaVinci Code: A Quest for Answers,Josh McDowell,4.05,1932587802,9.78E+12
6388,The Da Vinci Code (Robert Langdon  #2),Dan Brown,3.82,385504217,9.78E+12
6407,Blessings from the Other Side: Wisdom and Comfort from the Afterlife for This Life,Sylvia Browne-Lindsay Harrison,3.95,451206703,9.78E+12
6414,Mother God: The Feminine Principle to Our Creator,Sylvia Browne,4.04,1401903096,9.78E+12
6418,Thanksgiving,Janet Evanovich,3.6,60598808,9.78E+12
6419,Plum Lovin' (Stephanie Plum  #12.5),Janet Evanovich,3.72,312306342,9.78E+12
6422,Four to Score (Stephanie Plum  #4),Janet Evanovich,4.17,312966970,9.78E+12
6423,High Five (Stephanie Plum  #5),Janet Evanovich,4.18,330371231,9.78E+12
6424,Seven Up (Stephanie Plum  #7),Janet Evanovich,4.16,312980140,9.78E+12
6425,Hard Eight (Stephanie Plum  #8),Janet Evanovich-Lorelei King,4.17,312983867,9.78E+12
6426,Motor Mouth (Alex Barnaby #2),Janet Evanovich,3.67,60584033,9.78E+12
6427,Two for the Dough (Stephanie Plum  #2),Janet Evanovich,4.11,140255559,9.78E+12
6437,Infinite Jests: The Lighter Side of Science Fiction,Robert Silverberg-William Tenn-Damon Knight-Joanna Russ-Grahame Leman-Brian W. Aldiss-Frederik Pohl-R.A. Lafferty-Avram Davidson-Philip K. Dick-Alfred Bester,4.12,801959314,9.78E+12
6438,A Supposedly Fun Thing I'll Never Do Again: Essays and Arguments,David Foster Wallace,4.27,316919896,9.78E+12
6440,Ivanhoe,Walter Scott-Graham Tulloch,3.75,140436588,9.78E+12
6441,Ivanhoe,Marianna Mayer-Walter Scott-John Rush,3.93,1587172488,9.78E+12
6459,Me and Jezebel: When Bette Davis Came for Dinner -- And Stayed ... And Stayed ... And Stayed ... And ...,Elizabeth L. Fuller,3.7,425132641,9.78E+12
6460,George Washington and Benedict Arnold: A Tale of Two Patriots,Dave R. Palmer,4.27,1596980206,9.78E+12
